-6.115150e-001 -5.435140e-001 -4.447800e-002 -2.322070e-001 -2.409220e-001 1.511870e-001 1.153600e-002 -3.775700e-002 3.972000e-002 -5.681800e-002 -6.257300e-002 3.990000e-002 -3.471200e-002 -1.807300e-002 1.048100e-002 1.847100e-002 5.180400e-002 9.100600e-002 1.905960e-001 1.980450e-001 1.039740e-001 -1.966900e-002 -1.090490e-001 -6.396990e-001 -4.918560e-001 -1.746100e-002 -2.148300e-001 -7.100100e-002 8.129300e-002 -1.764000e-002 -6.876200e-002 3.424600e-002 -2.370800e-002 -7.421800e-002 5.222200e-002 6.884000e-003 -9.525800e-002 -1.748500e-002 -9.950000e-004 -2.613800e-002 5.109200e-002 1.244060e-001 1.078840e-001 8.067900e-002 7.476100e-002 -5.508800e-002 -5.132570e-001 -5.431480e-001 -1.534920e-001 -1.206440e-001 -1.831860e-001 -6.556100e-002 8.248900e-002 7.148300e-002 5.595900e-002 1.199200e-002 -6.324300e-002 -5.064300e-002 2.540400e-002 3.230600e-002 -3.520000e-004 -5.413000e-003 1.891400e-002 4.609800e-002 6.497600e-002 1.184060e-001 1.306870e-001 1.231710e-001 3.280400e-002 
-5.132570e-001 -5.431480e-001 -1.534920e-001 -1.206440e-001 -1.831860e-001 -6.556100e-002 8.248900e-002 7.148300e-002 5.595900e-002 1.199200e-002 -6.324300e-002 -5.064300e-002 2.540400e-002 3.230600e-002 -3.520000e-004 -5.413000e-003 1.891400e-002 4.609800e-002 6.497600e-002 1.184060e-001 1.306870e-001 1.231710e-001 3.280400e-002 -2.587720e-001 -3.201070e-001 -3.842910e-001 -1.322330e-001 -4.743500e-002 -4.543000e-002 -3.531200e-002 6.939500e-002 1.077800e-001 2.445000e-002 -4.046200e-002 -4.734800e-002 2.369000e-003 -7.019000e-003 7.242000e-003 -6.826000e-003 -6.009000e-003 -4.537000e-003 4.066800e-002 9.879400e-002 1.384630e-001 1.438180e-001 6.267900e-002 -4.108280e-001 -5.465390e-001 -4.012310e-001 -1.153070e-001 2.194900e-002 -1.280830e-001 -6.102200e-002 1.136680e-001 9.716100e-002 9.703000e-003 -6.020700e-002 1.137400e-002 2.153300e-002 -9.483000e-003 2.365000e-002 -2.133700e-002 -4.583100e-002 -4.395100e-002 -2.880800e-002 4.744300e-002 7.624600e-002 1.554140e-001 1.118250e-001 
-4.108280e-001 -5.465390e-001 -4.012310e-001 -1.153070e-001 2.194900e-002 -1.280830e-001 -6.102200e-002 1.136680e-001 9.716100e-002 9.703000e-003 -6.020700e-002 1.137400e-002 2.153300e-002 -9.483000e-003 2.365000e-002 -2.133700e-002 -4.583100e-002 -4.395100e-002 -2.880800e-002 4.744300e-002 7.624600e-002 1.554140e-001 1.118250e-001 -6.411290e-001 -7.574980e-001 -2.519510e-001 -1.308530e-001 -4.087500e-002 -1.946110e-001 4.111100e-002 9.248900e-002 -4.346400e-002 -2.075800e-002 -1.388300e-002 1.177380e-001 2.764100e-002 -1.350400e-002 3.470100e-002 -5.984800e-002 -2.923200e-002 -8.387000e-003 -1.399700e-002 3.749900e-002 8.136000e-003 7.802600e-002 9.635300e-002 -6.109920e-001 -5.384840e-001 3.733600e-002 -2.236560e-001 -5.687000e-002 -1.672200e-002 1.294720e-001 -1.785900e-002 -2.536800e-002 9.843200e-002 -8.074900e-002 9.085800e-002 6.198100e-002 1.975100e-002 9.930000e-003 -5.400600e-002 -1.620200e-002 -3.617100e-002 -4.312400e-002 2.495000e-003 -9.781000e-003 1.760400e-002 5.708300e-002 
-6.109920e-001 -5.384840e-001 3.733600e-002 -2.236560e-001 -5.687000e-002 -1.672200e-002 1.294720e-001 -1.785900e-002 -2.536800e-002 9.843200e-002 -8.074900e-002 9.085800e-002 6.198100e-002 1.975100e-002 9.930000e-003 -5.400600e-002 -1.620200e-002 -3.617100e-002 -4.312400e-002 2.495000e-003 -9.781000e-003 1.760400e-002 5.708300e-002 -6.820750e-001 -4.403380e-001 -2.194400e-002 -3.181640e-001 -1.828650e-001 -3.173900e-002 1.002450e-001 -1.702700e-002 1.064240e-001 8.879600e-002 -7.464800e-002 9.407400e-002 3.958200e-002 2.655000e-003 7.689000e-003 -9.136000e-003 -1.056100e-002 -6.237000e-002 -2.117800e-002 -3.287100e-002 -1.494100e-002 1.021190e-001 8.635600e-002 -7.524550e-001 -2.944670e-001 -6.750000e-003 -3.046600e-001 -1.593810e-001 -1.371280e-001 -1.622900e-002 -4.350500e-002 2.019150e-001 3.776300e-002 -4.282000e-003 7.956400e-002 -3.643600e-002 -2.095200e-002 2.091000e-003 1.633300e-002 1.864700e-002 2.964200e-002 -2.708500e-002 -2.936500e-002 -3.051500e-002 4.234900e-002 7.105700e-002 
-7.524550e-001 -2.944670e-001 -6.750000e-003 -3.046600e-001 -1.593810e-001 -1.371280e-001 -1.622900e-002 -4.350500e-002 2.019150e-001 3.776300e-002 -4.282000e-003 7.956400e-002 -3.643600e-002 -2.095200e-002 2.091000e-003 1.633300e-002 1.864700e-002 2.964200e-002 -2.708500e-002 -2.936500e-002 -3.051500e-002 4.234900e-002 7.105700e-002 -1.010125e+000 -2.854940e-001 8.662700e-002 -2.726030e-001 -3.606800e-002 -1.457900e-002 2.198000e-003 -1.553500e-002 1.899270e-001 -5.704500e-002 2.503200e-002 4.309000e-002 -2.175000e-003 -1.600000e-003 6.219400e-002 -9.000000e-004 6.143000e-003 7.740400e-002 1.449000e-002 3.004600e-002 1.778800e-002 1.740000e-002 -6.986000e-003 -5.602010e-001 -2.844130e-001 -6.104800e-002 -3.759820e-001 -2.420860e-001 -1.126540e-001 -8.952000e-003 -3.717200e-002 1.945040e-001 4.154400e-002 -4.604400e-002 8.754100e-002 -3.537400e-002 -1.398200e-002 3.303100e-002 3.952500e-002 1.374100e-002 -2.148900e-002 -2.162600e-002 -7.066800e-002 2.898500e-002 7.877300e-002 4.996700e-002 
-5.602010e-001 -2.844130e-001 -6.104800e-002 -3.759820e-001 -2.420860e-001 -1.126540e-001 -8.952000e-003 -3.717200e-002 1.945040e-001 4.154400e-002 -4.604400e-002 8.754100e-002 -3.537400e-002 -1.398200e-002 3.303100e-002 3.952500e-002 1.374100e-002 -2.148900e-002 -2.162600e-002 -7.066800e-002 2.898500e-002 7.877300e-002 4.996700e-002 -6.372900e-001 -2.103070e-001 -1.692800e-002 -2.455320e-001 -1.664900e-001 -1.988510e-001 2.198300e-002 5.092900e-002 4.544200e-002 3.158700e-002 -9.430000e-004 9.535800e-002 3.904500e-002 2.263300e-002 -5.372000e-003 4.638000e-002 -2.658100e-002 -8.971000e-003 -2.045400e-002 -5.861600e-002 4.962000e-003 3.667800e-002 1.057580e-001 -6.001100e-001 -5.724130e-001 -6.980300e-002 -1.933530e-001 -9.721900e-002 -1.482690e-001 2.490300e-002 5.347700e-002 2.220900e-002 1.486600e-002 6.688500e-002 7.138000e-002 4.865000e-003 4.202400e-002 -2.783900e-002 3.681700e-002 -3.125300e-002 -2.111500e-002 -1.391900e-002 -5.862500e-002 1.851200e-002 6.562400e-002 8.551800e-002 
-6.001100e-001 -5.724130e-001 -6.980300e-002 -1.933530e-001 -9.721900e-002 -1.482690e-001 2.490300e-002 5.347700e-002 2.220900e-002 1.486600e-002 6.688500e-002 7.138000e-002 4.865000e-003 4.202400e-002 -2.783900e-002 3.681700e-002 -3.125300e-002 -2.111500e-002 -1.391900e-002 -5.862500e-002 1.851200e-002 6.562400e-002 8.551800e-002 -7.915050e-001 -7.896090e-001 -8.923300e-002 -1.950300e-001 -1.319390e-001 -9.287900e-002 -8.067000e-003 -1.172830e-001 1.278120e-001 4.897000e-002 6.990900e-002 1.237030e-001 -1.459200e-002 1.281150e-001 -4.326500e-002 7.699700e-002 -9.619000e-003 -4.196900e-002 -8.370000e-004 -8.624600e-002 -5.220000e-004 2.015200e-002 4.436800e-002 -8.486680e-001 -4.347710e-001 -5.316800e-002 -4.234000e-001 9.625700e-002 -9.737900e-002 -5.687100e-002 -5.256800e-002 9.633700e-002 1.206500e-002 3.476000e-003 1.681410e-001 1.310600e-002 6.442800e-002 -2.197500e-002 1.968600e-002 1.563500e-002 -4.206300e-002 5.931000e-003 -8.609000e-002 -2.511800e-002 9.540000e-004 3.265000e-002 
-8.486680e-001 -4.347710e-001 -5.316800e-002 -4.234000e-001 9.625700e-002 -9.737900e-002 -5.687100e-002 -5.256800e-002 9.633700e-002 1.206500e-002 3.476000e-003 1.681410e-001 1.310600e-002 6.442800e-002 -2.197500e-002 1.968600e-002 1.563500e-002 -4.206300e-002 5.931000e-003 -8.609000e-002 -2.511800e-002 9.540000e-004 3.265000e-002 -8.915210e-001 -4.429570e-001 -1.978160e-001 -5.119850e-001 9.212000e-002 -1.698960e-001 -5.787000e-003 -2.231200e-002 7.165700e-002 2.309200e-002 -1.708500e-002 1.398520e-001 3.518000e-002 5.155900e-002 -2.727100e-002 5.879000e-002 -5.686100e-002 7.236000e-003 -2.046000e-003 -2.418700e-002 4.076300e-002 3.110500e-002 1.076180e-001 -7.869560e-001 -7.841850e-001 -2.671300e-002 -2.897600e-001 -8.165500e-002 -1.790600e-002 -6.147900e-002 -1.059170e-001 1.750440e-001 5.955500e-002 -1.190900e-002 1.434550e-001 -2.434000e-002 1.398200e-002 -1.379500e-002 -1.340100e-002 1.952600e-002 -6.096300e-002 2.842800e-002 -5.600000e-002 2.832900e-002 9.168800e-002 1.122900e-001 
-7.869560e-001 -7.841850e-001 -2.671300e-002 -2.897600e-001 -8.165500e-002 -1.790600e-002 -6.147900e-002 -1.059170e-001 1.750440e-001 5.955500e-002 -1.190900e-002 1.434550e-001 -2.434000e-002 1.398200e-002 -1.379500e-002 -1.340100e-002 1.952600e-002 -6.096300e-002 2.842800e-002 -5.600000e-002 2.832900e-002 9.168800e-002 1.122900e-001 -5.755670e-001 -5.811050e-001 -8.061500e-002 -2.061750e-001 -2.134830e-001 -6.533900e-002 -4.242700e-002 -4.862600e-002 5.642800e-002 7.227100e-002 -3.798700e-002 3.753900e-002 1.989200e-002 1.116600e-002 2.981200e-002 1.648400e-002 4.352000e-003 -1.767700e-002 2.986700e-002 6.524000e-003 6.705000e-002 1.060670e-001 1.020620e-001 -6.086310e-001 -2.185080e-001 -4.556800e-002 -1.654540e-001 -1.826670e-001 -1.264130e-001 1.040680e-001 6.893000e-002 -4.574400e-002 7.823100e-002 -1.456000e-003 2.554900e-002 1.676100e-002 2.236000e-003 3.324200e-002 -5.922400e-002 -2.638600e-002 -1.156700e-002 1.045100e-002 1.206000e-003 7.330400e-002 1.666900e-001 1.673660e-001 
-6.086310e-001 -2.185080e-001 -4.556800e-002 -1.654540e-001 -1.826670e-001 -1.264130e-001 1.040680e-001 6.893000e-002 -4.574400e-002 7.823100e-002 -1.456000e-003 2.554900e-002 1.676100e-002 2.236000e-003 3.324200e-002 -5.922400e-002 -2.638600e-002 -1.156700e-002 1.045100e-002 1.206000e-003 7.330400e-002 1.666900e-001 1.673660e-001 -7.755060e-001 -2.156040e-001 -9.375500e-002 -4.590230e-001 -3.897300e-002 -1.534620e-001 5.935800e-002 7.020000e-002 1.059860e-001 6.005300e-002 -5.530000e-002 7.189600e-002 -5.491700e-002 2.360100e-002 4.414600e-002 1.744200e-002 -5.519200e-002 -1.352900e-002 4.615200e-002 2.515000e-002 8.560800e-002 1.531220e-001 1.262940e-001 -7.230330e-001 -1.185990e-001 -2.419650e-001 -4.394750e-001 3.611500e-002 -2.215110e-001 4.707600e-002 9.527000e-003 1.220650e-001 4.597800e-002 -8.222200e-002 5.155800e-002 5.948000e-003 -1.169500e-002 -5.285000e-003 5.009700e-002 -3.098200e-002 -5.157600e-002 -4.735000e-002 2.490400e-002 9.363200e-002 1.211300e-001 1.518700e-001 
